667,FORD,Focus,Синий,2012
668,MAZDA,Mazda 5,Серый,2011
669,ГАЗ,,Белый,2008
670,RENAULT,Fluence,Черный,2012
671,RENAULT,Megane,Красный,2012
672,CHEVROLET,,Синий,2007
673,HYUNDAI,Porter,Синий,2012
674,JEEP,Grand Cherokee,Черный,2014
675,ГАЗ,,Белый,2012
676,HONDA,Odyssey,Серый,2001
677,KAWASAKI,ZR-7,Красный,2013
678,DAEWOO,Nexia,Коричневый,2004
679,TOYOTA,Corolla,Иные цвета,2008
680,FAW,Jetta,Синий,2013
681,FORD,,Иные цвета,2005
682,HYUNDAI,Tucson,Иные цвета,2006
683,Прочие марки ТС,,Синий,2014
684,YAMAHA,,Черный,2008
685,DAEWOO,Matiz,Иные цвета,2006
686,DAEWOO,Matiz,Белый,2008
687,BMW,X5,Черный,2009
688,VOLVO,XC90,Белый,2011
689,AUDI,,Черный,2012
690,JEEP,Cherokee,Синий,2003
691,TOYOTA,,Белый,2002
692,SKODA,Fabia,Красный,2010
693,MERCEDES,,Серый,2010
694,HYUNDAI,,Серый,2013
695,BMW,5er,Фиолетовый,1997
696,МАЗ-МАН,,Белый,2007
697,SUZUKI,,Красный,2011
698,MERCEDES,E-класс,Черный,1993
699,ГАЗ,"3302, 33027 и модификации",Синий,2007
700,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Белый,2005
701,OPEL,Astra,Черный,2008
702,KIA,Ceed,Серый,2011
703,KIA,Sportage,Синий,2010
704,DAEWOO,Matiz,Оранжевый,2013
705,BMW,5er,Черный,2013
706,TOYOTA,Land Cruiser,Черный,2011
707,OPEL,Astra,Черный,2006
708,,,"",
709,HONDA,XRV,Черный,1998
710,NISSAN,Qashgai,Фиолетовый,2011
711,ВАЗ,Priora,Серый,2012
712,NISSAN,X-Trail,Иные цвета,2012
713,AUDI,А6,Иные цвета,2008
714,,,Иные цвета,2008
715,KIA,Rio,Красный,2010
716,KIA,Rio,Черный,2012
717,MITSUBISHI,Lancer,Зеленый,1997
718,ГАЗ,,Белый,2012
719,FAW,Jetta,Иные цвета,2014
720,HYUNDAI,Santa FE,Черный,2011
721,TOYOTA,,Белый,2014
722,SKODA,Octavia,Черный,2012
723,SCANIA,,Белый,2011
724,MERCEDES,E-класс,Иные цвета,2002
725,HONDA,Accord,Черный,2008
726,HYUNDAI,Accent,Черный,2005
727,HYUNDAI,,Белый,2011
728,VOLKSWAGEN,,Иные цвета,2010
729,ВАЗ,ВАЗ 2114 и модификации,Зеленый,2006
730,HYUNDAI,Sonata,Иные цвета,1999
731,FAW,A6,Белый,1997
732,SKODA,Fabia,Белый,2010
733,FORD,Focus,Желтый,2013
734,SKODA,Octavia,Белый,2014
735,OPEL,Vectra,Красный,1990
736,HYUNDAI,,Белый,2013
737,CADILLAC,Escalade,Черный,2007
738,HYUNDAI,,Белый,2011
739,MERCEDES,O 345 Concerto,Белый,2007
740,NISSAN,Almera,Черный,1998
741,LEXUS,RX,Иные цвета,2006
742,VOLKSWAGEN,Caddy,Иные цвета,2011
743,KIA,,Черный,2011
744,VOLKSWAGEN,,Белый,1989
745,HYUNDAI,Accent,Многоцветный,2007
746,NISSAN,Qashgai,Серый,2010
747,TOYOTA,Camry,Белый,2015
748,LEXUS,LX,Черный,2007
749,VOLKSWAGEN,,Коричневый,2013
750,NISSAN,Almera,Синий,1999
751,FORD,Focus,Белый,2004
752,MITSUBISHI,Lancer,Черный,2008
753,BMW,3er,Синий,1987
754,ТАГАЗ (TAGAZ),Tager,Иные цвета,2009
755,ВАЗ,"Жигули  ВАЗ-2101, 02, 03 и модификации",Белый,1997
756,Мотоцикл,,Красный,2014
757,VOLVO,XC90,Коричневый,2011
758,NISSAN,Teana,Черный,2010
759,BMW,,Многоцветный,2016
760,CHERY,Tiggo,Серый,2010
761,HOREX,1400 TI,Синий,1992
762,,,Иные цвета,
763,KIA,Rio,Серый,2015
764,LEXUS,RX,Коричневый,2013
765,KIA,Rio,Белый,2014
766,TOYOTA,Camry,Черный,2013
767,HYUNDAI,Accent,Серый,2003
768,Мотоцикл,,Черный,2014
769,TOYOTA,Land Cruiser,Черный,2013
770,MITSUBISHI,Lancer,Серый,2005
771,FORD,Focus,Черный,2008
772,MERCEDES,E-класс,Серый,2009
773,FORD,Mondeo,Белый,2011
774,HYUNDAI,Porter,Синий,2013
775,GMC,Sierra,Красный,1996
776,CHEVROLET,,Красный,2007
777,TOYOTA,Land Cruiser,Черный,2012
778,CHEVROLET,,Черный,2008
779,LAND ROVER,Range Rover,Черный,2007
780,JAGUAR,,Красный,2013
781,BMW,X1,Синий,2016
782,KIA,Rio,Белый,2017
783,КАМАЗ,6511,Оранжевый,2012
784,NISSAN,Teana,Серый,2010
785,VOLKSWAGEN,Jetta,Иные цвета,2009
786,BMW,3er,Черный,2002
787,AUDI,Q3,Белый,2012
788,KIA,Rio,Белый,2017
789,IVECO,,Белый,2013
790,КАМАЗ,6520,Оранжевый,2014
791,CITROEN,C5,Серый,2007
792,HYUNDAI,Solaris,Серый,2017
793,AUDI,А6,Черный,2000
794,VOLVO,XC60,Белый,2014
795,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Синий,1999
796,MITSUBISHI,Outlander,Иные цвета,2017
797,NISSAN,Note,Черный,2006
798,HYUNDAI,Solaris,Желтый,2015
799,ВАЗ,ВАЗ 2114 и модификации,Иные цвета,2005
800,Мотоцикл,,Черный,2011
801,BMW,X1,Черный,2014
802,VOLKSWAGEN,Passat,Красный,1989
803,ГАЗ,"3302, 33027 и модификации",Белый,2005
804,MERCEDES,,Черный,2004
805,TOYOTA,Land Cruiser,Серый,2014
806,VOLKSWAGEN,Tiguan,Синий,2011
807,HYUNDAI,Accent,Серый,2008
808,NISSAN,,Черный,2012
809,HONDA,CB,Черный,2009
810,SKODA,Fabia,Коричневый,2001
811,PEUGEOT,408,Черный,2013
812,BMW,1er,Белый,2008
813,CITROEN,DS,Черный,2012
814,TOYOTA,Camry,Черный,2006
815,JEEP,Grand Cherokee,Серый,2006
816,TOYOTA,Camry,Черный,2012
817,NISSAN,,Белый,2013
818,VOLVO,S80,Серый,2013
819,MERCEDES,V-класс,Черный,2014
820,FORD,Focus,Желтый,2011
821,NISSAN,Teana,Черный,2006
822,VOLKSWAGEN,Polo,Серый,2014
823,IVECO,,Белый,2013
824,KIA,,Белый,2014
825,DAF,,Красный,2011
826,FORD,Focus,Серый,2003
827,LAND ROVER,Range Rover,Иные цвета,2008
828,,,Черный,
829,LINCOLN,Mark,Оранжевый,1996
830,HYUNDAI,Accent,Иные цвета,2006
831,CHEVROLET,Cruze,Белый,2013
832,MERCEDES,ML,Черный,2007
833,MERCEDES,C-класс,Серый,2015
834,VOLKSWAGEN,Polo,Серый,2016
835,VOLKSWAGEN,Passat,Серый,2011
836,FORD,Focus,Белый,2013
837,HYUNDAI,Getz,Серый,2008
838,KIA,Cerato,Белый,2012
839,ГАЗ,,Белый,2011
840,ВАЗ,Нива  ВАЗ-2121 и модификации,Иные цвета,1999
841,LEXUS,,Черный,2010
842,BMW,,Коричневый,2013
843,TOYOTA,,Серый,2013
844,OPEL,Corsa,Зеленый,2011
845,VOLKSWAGEN,Polo,Белый,2013
846,BMW,X1,Серый,2010
847,ВАЗ,Priora,Синий,2013
848,MERCEDES,G-класс,Серый,2017
849,PEUGEOT,406,Синий,2001
850,NISSAN,X-Trail,Фиолетовый,2012
851,SUZUKI,GSX,Черный,2008
852,RENAULT,Koleos,Черный,2010
853,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Синий,1999
854,FORD,Focus,Иные цвета,2012
855,MAN,,Белый,2013
856,ЛИАЗ,,Белый,2013
857,VOLKSWAGEN,Polo,Белый,2012
858,BMW,,Иные цвета,2009
859,ВАЗ,Жигули  ВАЗ-2105 модификации,Белый,2004
860,MERCEDES,S-класс,Черный,2014
861,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Иные цвета,2000
862,ВАЗ,"Жигули  ВАЗ-2101, 02, 03 и модификации",Белый,1978
863,VOLVO,XC70,Черный,2010
864,PORSCHE,Cayenne,Черный,2007
865,VOLVO,XC60,Коричневый,2013
866,NISSAN,Almera,Серый,2005
867,TOYOTA,Land Cruiser,Черный,1998
868,LAND ROVER,Range Rover Sport,Серый,2012
869,ВАЗ,ВАЗ 2115 и модификации,Серый,2007
870,HYUNDAI,Solaris,Желтый,2014
871,IVECO,Daily,Желтый,2015
872,DAF,,Красный,2001
873,NISSAN,Maxima,Черный,2003
874,NISSAN,Pathfinder,Серый,2010
875,MERCEDES,Axor,Красный,2014
876,SKODA,Rapid,Белый,2017
877,BMW,R 1200,Черный,2018
878,КАМАЗ,6511,Оранжевый,2015
879,VOLKSWAGEN,Transporter,Красный,2008
880,ВАЗ,ВАЗ 2112 и модификации,Иные цвета,2004
881,NISSAN,Terrano,Черный,1994
882,IVECO,,Синий,2004
883,FORD,Focus,Серый,2006
884,MITSUBISHI,,Черный,2013
885,MITSUBISHI,Lancer,Серый,2007
886,MERCEDES,E-класс,Синий,2016
887,OPEL,Corsa,Белый,2010
888,HYUNDAI,Solaris,Желтый,2015
889,SUBARU,B9 Tribeca,Черный,2005
890,TOYOTA,Avensis,Серый,2009
891,HYUNDAI,Porter,Белый,2012
892,GREAT WALL,,Серый,2012
893,CITROEN,Berlingo,Белый,2011
894,HYUNDAI,Solaris,Белый,2016
895,TOYOTA,,Белый,2012
896,KIA,Potentia,Иные цвета,2007
897,ВАЗ,Жигули  ВАЗ-2107 модификации,Серый,2010
898,FORD,Transit,Синий,2016
899,Прочие марки строительной техники,,Желтый,2015
900,КАМАЗ,5320,Оранжевый,2013
901,ВАЗ,Kalina,Оранжевый,2017
902,TOYOTA,Camry,Черный,2017
903,PEUGEOT,207,Зеленый,2009
904,KIA,Sportage,Иные цвета,2016
905,MERCEDES,,Синий,1999
906,MERCEDES,,Серый,2014
907,,,"",
908,HYUNDAI,ix35,Черный,2014
909,NISSAN,Armada,Черный,2010
910,VOLKSWAGEN,Passat,Синий,1991
911,КАМАЗ,6511,Оранжевый,2003
912,MITSUBISHI,Outlander,"",
913,ВАЗ,Жигули  ВАЗ-2105 модификации,Белый,1988
914,CHEVROLET,Lanos,Зеленый,2008
915,MERCEDES,Actros,Оранжевый,2002
916,FORD,Transit Van,Белый,2012
917,JAGUAR,XJ,Белый,2011
918,TOYOTA,Camry,Черный,2014
919,VOLKSWAGEN,Transporter,Белый,2006
920,КАМАЗ,,Синий,2014
921,FORD,Focus,Серый,2015
922,SUBARU,Legacy,Зеленый,2001
923,VOLVO,S60,Синий,2013
924,KIA,Rio,Белый,2016
925,HYUNDAI,Solaris,Синий,2015
926,MAN,,Белый,2010
927,HYUNDAI,Solaris,Белый,2014
928,,,Серый,2005
929,RENAULT,Duster,Белый,2012
930,SSANGYONG,Kyron,Белый,1994
931,MERCEDES,Axor,Белый,2012
932,КАМАЗ,6511,Оранжевый,2015
933,DAEWOO,Nexia,Серый,2010
934,BMW,,Белый,1997
935,KIA,Cerato,Коричневый,2015
936,FORD,Focus,Коричневый,2012
937,MERCEDES,,Черный,1999
938,OPEL,Zafira,Черный,2008
939,CHEVROLET,,Зеленый,1994
940,KIA,Optima,Черный,2015
941,MERCEDES,Vito,Черный,2014
942,LAND ROVER,Range Rover Sport,Иные цвета,2010
943,HYUNDAI,Solaris,Белый,2016
944,DONG FENG,,Белый,2007
945,FORD,Transit,Белый,2011
946,FORD,Focus,Черный,2008
947,MITSUBISHI,Outlander,Белый,2013
948,KIA,Rio,Серый,2013
949,MAN,,Красный,2011
950,КАМАЗ,6520,Оранжевый,2013
951,SKODA,Octavia,Желтый,2015
952,SUZUKI,,Серый,2007
953,RENAULT,Logan,Серый,2014
954,KIA,Rio,Серый,2014
955,ВАЗ,Largus (Ларгус),Белый,2013
956,MITSUBISHI,Lancer,Черный,2005
957,SSANGYONG,Actyon,Черный,2013
958,HYUNDAI,Solaris,Белый,2013
959,MERCEDES,Sprinter,Белый,2003
960,ВАЗ,ВАЗ 2115 и модификации,Синий,2006
961,SHAANXI,,Белый,2011
962,HYUNDAI,,Желтый,2014
963,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Зеленый,2003
964,КАМАЗ,,Оранжевый,2016
965,TOYOTA,Hilux,Белый,1984
966,VOLKSWAGEN,Touareg,Коричневый,2012
967,STERLING,,Белый,2013
968,TOYOTA,Camry,Черный,2015
969,FORD,Fusion,Черный,2008
970,KIA,Rio,Оранжевый,2009
971,ВАЗ,Жигули  ВАЗ-2104 модификации,Синий,2004
972,BMW,,Иные цвета,2014
973,ВАЗ,Priora,Серый,2011
974,,,Желтый,2014
975,ВАЗ,,Серый,2015
976,FORD,Focus,Черный,2008
977,NISSAN,Primera,Серый,2004
978,HYUNDAI,,Иные цвета,2014
979,Прочие марки грузовых ТС,,Синий,2006
980,HYUNDAI,Solaris,Белый,2017
981,ВАЗ,Granta (Гранта),Желтый,2012
982,KIA,Soul,Красный,2011
983,MITSUBISHI,Outlander,Черный,2013
984,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Зеленый,2009
985,MERCEDES,A-класс,Белый,2013
986,OPEL,Astra,Черный,1993
987,ГАЗ,"3302, 33027 и модификации",Белый,2012
988,ЛИАЗ,6213,Белый,2012
989,MAZDA,Mazda 3,Черный,2004
990,TOYOTA,,Белый,2002
991,Прочие марки ТС,,Черный,
992,ЗАЗ,ЗАЗ Sens,Черный,2009
993,TOYOTA,,Иные цвета,2004
994,КАМАЗ,6511,Оранжевый,2011
995,MAN,TGL,Белый,2013
996,MAN,,Оранжевый,2010
997,КАМАЗ,6511,Оранжевый,2011
998,VOLKSWAGEN,Polo,Черный,2012
999,CHEVROLET,Cruze,Серый,2010
1000,ГАЗ,,Серый,2004
1001,TOYOTA,Land Cruiser,Черный,2013
1002,MERCEDES,,Серый,2010
1003,CHEVROLET,Lacetti,Черный,2010
1004,HONDA,Civic,Синий,2008
1005,MERCEDES,E-класс,Черный,2013
1006,ГАЗ,"2705  Газель , 27057 и модификации",Белый,2012
1007,FOTON,,Желтый,2011
1008,RENAULT,Trafic,Синий,2005
1009,HONDA,Civic,Иные цвета,2008
1010,FORD,Mondeo,Иные цвета,2007
1011,MAN,TGL,Белый,2011
1012,NISSAN,Liberty,Серый,2002
1013,МАЗ-МАН,,Красный,2012
1014,OPEL,,Черный,2009
1015,DAEWOO,Nexia,Красный,2007
1016,КАМАЗ,6511,Оранжевый,2013
1017,BMW,X6,Черный,2016
1018,RENAULT,Logan,Иные цвета,2009
1019,ЛИАЗ,,Зеленый,2012
1020,NISSAN,Almera,Черный,2006
1021,CITROEN,Berlingo,Белый,2012
1022,CITROEN,C3,Серый,2011
1023,NISSAN,Juke,Иные цвета,2015
1024,CHEVROLET,Orlando,Иные цвета,2014
1025,TOYOTA,Kluger,Серый,2001
1026,,,Иные цвета,
1027,NISSAN,Murano,Оранжевый,2005
1028,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Зеленый,1999
1029,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Белый,2002
1030,SKODA,Octavia,Серый,2010
1031,VOLKSWAGEN,Jetta,Белый,2015
1032,Мотоцикл,,Иные цвета,
1033,,,"",
1034,,,Иные цвета,
1035,ВАЗ,Kalina,Красный,2008
1036,ГАЗ,"2310, 23109 и модификации",Синий,2011
1037,MERCEDES,,Черный,2014
1038,ГАЗ,"3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации",Белый,2006
1039,HYUNDAI,Porter,Белый,2012
1040,ВАЗ,Priora,Синий,2010
1041,,,"",
1042,DODGE,Caliber,Черный,2008
1043,ГАЗ,"3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации",Серый,1995
1044,MAZDA,Mx-3,Черный,
1045,ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",Черный,2008
1046,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Иные цвета,1995
1047,BMW,X5,Черный,2003
1048,HONDA,FIT,Серый,2000
1049,OPEL,Vectra,Черный,2014
1050,ГАЗ,"2705  Газель , 27057 и модификации",Белый,2008
1051,,,Многоцветный,
1052,NISSAN,Tiida,Серый,2011
1053,ГАЗ,"33023, 330232, 330273 и модификации",Серый,2013
1054,LEXUS,LX,Серый,2014
1055,ВАЗ,ВАЗ 2114 и модификации,Иные цвета,2009
1056,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Иные цвета,1999
1057,Прочие марки ТС,,Не заполнено,
1058,ЗИЛ,,Иные цвета,2002
1059,ВАЗ,Жигули  ВАЗ-2106 модификации,Иные цвета,1990
1060,SHAANXI,,Белый,2012
1061,HONDA,Civic,Синий,2006
1062,KIA,Ceed,Синий,2011
1063,KIA,Rio,Черный,2013
1064,DAEWOO,Nexia,Белый,2013
1065,RENAULT,Logan,Черный,2015
1066,MAZDA,Mazda 3,Синий,2009
1067,TOYOTA,Land Cruiser,Черный,2015
1068,DONGHAI,,Оранжевый,2014
1069,NISSAN,Primera,Черный,2015
1070,ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",Белый,2013
1071,SCANIA,P,Синий,2007
1072,RENAULT,Kerax,Белый,2007
1073,FORD,Mondeo,Синий,2012
1074,NISSAN,Pathfinder,Черный,2000
1075,OPEL,Astra,Черный,2013
1076,OPEL,Vectra,Иные цвета,2007
1077,OPEL,Astra,Черный,2012
1078,RENAULT,Logan,Черный,2011
1079,SUZUKI,VL,Черный,2015
1080,LAND ROVER,Range Rover,Зеленый,2013
1081,SSANGYONG,Kyron,Серый,2011
1082,HYUNDAI,Solaris,Синий,2011
1083,AUDI,А4,Красный,2004
1084,FORD,Focus,Серый,2004
1085,BMW,3er,Серый,1998
1086,FIAT,Ducato,Белый,2008
1087,ГАЗ,"3302, 33027 и модификации",Желтый,2012
1088,TOYOTA,Carina,Серый,1992
1089,KIA,Spectra,Красный,2005
1090,,,Иные цвета,2012
1091,ВАЗ,Granta (Гранта),Белый,2015
1092,AUDI,А4,Иные цвета,2002
1093,RENAULT,Logan,Иные цвета,2009
1094,MERCEDES,Sprinter,Белый,2010
1095,VOLKSWAGEN,,Иные цвета,
1096,Прочие марки легковых ТС,,Иные цвета,2006
1097,HONDA,,Иные цвета,1989
1098,YAMAHA,,Серый,2014
1099,SKODA,Octavia,Желтый,2015
1100,INFINITI,G35,Черный,2007
1101,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Иные цвета,2003
1102,JIANSHE-YAMAHA,,Черный,2013
1103,CHEVROLET,Lanos,Иные цвета,2007
1104,PORSCHE,Cayenne,Черный,2005
1105,SKODA,Octavia,Белый,2012
1106,MAZDA,Mazda 6,Белый,2012
1107,AUDI,100,Иные цвета,1993
1108,CHEVROLET,Lanos,Черный,2007
1109,ГАЗ,"2705  Газель , 27057 и модификации",Белый,2005
1110,TOYOTA,Paseo,Красный,2006
1111,TOYOTA,Gaia,Зеленый,2000
1112,HONDA,Accord,Черный,2008
1113,RENAULT,Megane,Иные цвета,2010
1114,MITSUBISHI,Outlander,Черный,2014
1115,MAZDA,CX-7,Белый,2014
1116,SSANGYONG,Kyron,Черный,2014
1117,MITSUBISHI,Lancer,Черный,2012
1118,HYUNDAI,Sonata,Серый,2008
1119,NISSAN,Almera,Серый,2005
1120,KIA,Rio,Белый,2015
1121,DAF,XF105 series,Белый,2012
1122,HONDA,CB,Синий,1996
1123,,,"",
1124,MERCEDES,E-класс,Серый,2003
1125,GREAT WALL,,Черный,2007
1126,HYUNDAI,Solaris,Синий,2016
1127,NISSAN,Qashgai,Белый,2013
1128,OPEL,Mokka,Серый,2013
1129,JEEP,Grand Cherokee,Черный,2014
1130,VOLKSWAGEN,Passat,Белый,1990
1131,,,"",
1132,NISSAN,Elgrand,Белый,2006
1133,ВАЗ,Жигули  ВАЗ-2105 модификации,Красный,2004
1134,SUZUKI,,Красный,2002
1135,MERCEDES,,Черный,2012
1136,RENAULT,,Черный,2009
1137,PEUGEOT,308,Иные цвета,2011
1138,VOLKSWAGEN,Polo,Коричневый,2011
1139,ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",Иные цвета,2002
1140,KIA,Rio,Белый,2013
1141,VOLKSWAGEN,Tiguan,Желтый,2010
1142,ЛИАЗ,,Синий,2016
1143,SSANGYONG,Kyron,Черный,2013
1144,ЛИАЗ,5256 (пригородный),Зеленый,2011
1145,VOLKSWAGEN,Passat,Черный,1999
1146,VOLKSWAGEN,Passat,Черный,1991
1147,ВАЗ,ВАЗ 2112 и модификации,Красный,2005
1148,HYUNDAI,Solaris,Иные цвета,2015
1149,FORD,Focus,Белый,2007
1150,VOLKSWAGEN,Polo,Белый,2016
1151,AUDI,А6,Белый,2011
1152,CITROEN,C4,Черный,2007
1153,SSANGYONG,Actyon,Черный,2011
1154,MERCEDES,Actros,Белый,2014
1155,VOLKSWAGEN,Jetta,Белый,2015
1156,IVECO,,Белый,2012
1157,DAEWOO,Nexia,Белый,2003
1158,MINI,Cooper,Синий,2011
1159,SKODA,Yeti,Белый,2013
1160,NISSAN,Terrano,Белый,2014
1161,JEEP,Grand Cherokee,Белый,2012
1162,TOYOTA,Land Cruiser,Черный,2015
1163,FORD,Focus,Желтый,2013
1164,VOLVO,940,Синий,1998
1165,MERCEDES,,Красный,2001
1166,TOYOTA,Highlander,Серый,2014
1167,MITSUBISHI,,Серый,2014
1168,MERCEDES,E-класс,Черный,2012
1169,SUZUKI,XL7,Черный,2003
1170,SKODA,Octavia,Желтый,2014
1171,ГАЗ,"33023, 330232, 330273 и модификации",Иные цвета,2006
1172,VOLVO,XC60,Белый,2015
1173,MAZDA,CX-7,Черный,2008
1174,LAND ROVER,Discovery,Иные цвета,2006
1175,TOYOTA,Camry,Иные цвета,2008
1176,VOLKSWAGEN,Passat,Серый,2004
1177,FORD,Focus,Синий,2013
1178,BMW,,Черный,2006
1179,LEXUS,ES,Черный,2010
1180,HYUNDAI,Solaris,Черный,2016
1181,ГАЗ,,Желтый,2007
1182,TOYOTA,Land Cruiser,Серый,2009
1183,ВАЗ,Жигули  ВАЗ-2104 модификации,Синий,2012
1184,TOYOTA,Land Cruiser,Черный,2009
1185,MERCEDES,ML,Серый,2000
1186,HONDA,CR-V,Черный,2012
1187,КАМАЗ,6520,Оранжевый,2013
1188,OPEL,Astra,Белый,2012
1189,TOYOTA,Estima,Белый,1998
1190,VOLKSWAGEN,Polo,Черный,2012
1191,KIA,Ceed,Белый,2011
1192,OPEL,Corsa,Иные цвета,2005
1193,VOLKSWAGEN,Polo,Черный,2016
1194,FORD,Transit,Белый,2013
1195,AUDI,Q3,Серый,2013
1196,OPEL,Astra,Черный,2006
1197,ВАЗ,Priora,Черный,2015
1198,НефАЗ,5299-30-31 низкопольный,Серый,2015
1199,FORD,Focus,Черный,2004
1200,VOLVO,,Желтый,2003
1201,IVECO,Stralis,Белый,2007
1202,,,Красный,2011
1203,HYUNDAI,Solaris,Белый,2015
1204,KIA,Optima,Серый,2014
1205,KIA,Magentis,Серый,2002
1206,DUCATI,,Черный,2010
1207,HYUNDAI,Getz,Иные цвета,2010
1208,SUBARU,Legacy,Иные цвета,1999
1209,TOYOTA,Land Cruiser,Серый,2012
1210,ГАЗ,,Белый,2015
1211,ВАЗ,,Иные цвета,2005
1212,KIA,Rio,Белый,2015
1213,HONDA,Civic,Желтый,1998
1214,MERCEDES,E-класс,Иные цвета,2006
1215,AUDI,А5,Белый,2013
1216,MITSUBISHI,Lancer,Белый,2014
1217,SSANGYONG,Musso,Черный,1997
1218,ГАЗ,,Серый,2014
1219,NISSAN,Pathfinder,Белый,2006
1220,TOYOTA,Corolla,Серый,2008
1221,RENAULT,,Белый,2012
1222,CHERY,,Черный,2007
1223,MERCEDES,,Коричневый,2010
1224,VOLKSWAGEN,Golf,Синий,2003
1225,KIA,Rio,Белый,2012
1226,TOYOTA,RAV 4,Белый,2013
1227,ПАЗ,,Иные цвета,2014
1228,TOYOTA,RAV 4,Черный,2008
1229,VOLKSWAGEN,Golf,Синий,1993
1230,SCANIA,,Белый,2011
1231,VOLKSWAGEN,Polo,Желтый,2016
1232,DAEWOO,Matiz,Зеленый,2012
1233,MERCEDES,CLK,Серый,2008
1234,MERCEDES,Vito,Черный,2015
1235,BMW,X1,Коричневый,2013
1236,VOLVO,XC70,Черный,2011
1237,FORD,Focus,Синий,2017
1238,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Иные цвета,2000
1239,ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",Черный,2001
1240,ВАЗ,Жигули  ВАЗ-2104 модификации,Иные цвета,2007
1241,KIA,Sorento,Иные цвета,2003
1242,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Зеленый,2001
1243,TOYOTA,RAV 4,Белый,2010
1244,SCANIA,R,Белый,2008
1245,IVECO,,Белый,2013
1246,DAIHATSU,,Черный,2007
1247,HONDA,CBR,Красный,1995
1248,KIA,Rio,Иные цвета,2004
1249,КАМАЗ,6520,Оранжевый,2013
1250,КАМАЗ,6520,Оранжевый,2013
1251,ВАЗ,Жигули  ВАЗ-2107 модификации,Иные цвета,1999
1252,VOLVO,440 K,Серый,1994
1253,SCANIA,,Желтый,2012
1254,SCANIA,,Оранжевый,2012
1255,FORD,Focus,Красный,2004
1256,,,Зеленый,
1257,FORD,Mondeo,Черный,2007
1258,,,"",
1259,HONDA,CBR,Белый,2005
1260,KIA,Ceed,Белый,2014
1261,CHEVROLET,Cruze,Коричневый,2014
1262,PORSCHE,Cayenne,Коричневый,2014
1263,HYUNDAI,NF,Черный,2005
1264,CHEVROLET,Orlando,Черный,2013
1265,KIA,,Серый,2013
1266,BMW,,Желтый,2011
1267,CHEVROLET,Lacetti,Иные цвета,2008
1268,OPEL,Astra,Черный,2008
1269,ЗАЗ,ЗАЗ Sens,Иные цвета,2009
1270,SUZUKI,GSX,Черный,2014
1271,,,Синий,
1272,HYUNDAI,Solaris,Фиолетовый,2012
1273,HYUNDAI,Getz,Красный,2007
1274,VOLVO,,Красный,2003
1275,BMW,5er,Красный,2008
1276,SKODA,Octavia,Серый,2003
1277,NISSAN,Almera,Синий,2008
1278,MITSUBISHI,,Белый,1995
1279,RENAULT,Safrane,Зеленый,1998
1280,CHEVROLET,,Черный,2008
1281,FIAT,Ducato,Красный,2010
1282,CHEVROLET,Tracker,Черный,2001
1283,SKODA,Octavia,Синий,2012
1284,ЛИАЗ,5292,Белый,2013
1285,KIA,Ceed,Серый,2010
1286,FORD,Focus,Синий,2007
1287,TATA,,Иные цвета,2012
1288,CHEVROLET,,Белый,2013
1289,HYUNDAI,,Белый,2006
1290,LEXUS,RX,Серый,2010
1291,VOLKSWAGEN,Touran,Черный,2008
1292,УАЗ,3909,Желтый,2011
1293,MITSUBISHI,Outlander,Белый,2012
1294,БОГДАН,,Желтый,2012
1295,GREAT WALL,,Иные цвета,2013
1415,TRIUMPH,Tiger,Серый,2014
1416,MAN,"19,41",Белый,2011
1296,ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",Синий,1998
1297,FORD,Focus,Серый,2012
1298,RENAULT,Logan,Красный,2010
1299,SKODA,Octavia,Черный,2000
1300,FORD,,Белый,2013
1301,RENAULT,Logan,Желтый,2007
1302,SEAT,Ibiza,Белый,1998
1303,FORD,Focus,Желтый,2011
1304,DAEWOO,Nexia,Черный,2011
1305,LEXUS,LS,Черный,2003
1306,MAN,,Желтый,2007
